date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:07:21	87346/87346	---M-Z	200	added ('OK')	application/javascript	etag:%2212e086e-15532-61170229aa71d-gzip%22	https://cdn.datatables.net/1.11.1/js/jquery.dataTables.min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/cdn.datatables.net/1.11.1/js/jquery.dataTables.min.js	(from https://www.pbssoft.com/)
07:07:22	14440/14440	---M-Z	200	added ('OK')	text/css	etag:%2212e084f-3868-61170229a9395-gzip%22	https://cdn.datatables.net/1.11.1/css/jquery.dataTables.min.css	C:/My%20Web%20Sites/https___www.pbssoft.com_/cdn.datatables.net/1.11.1/css/jquery.dataTables.min.css	(from https://www.pbssoft.com/)
07:07:22	58935/58935	---M-Z	200	added ('OK')	text/css	etag:%22e637-5f0ee8ac-0;gz%22	https://www.pbssoft.com/assets/frontend/vendor/fontawesome/css/all.min.css	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/vendor/fontawesome/css/all.min.css	(from https://www.pbssoft.com/)
07:07:22	3357/3357	---M-Z	200	added ('OK')	text/css	etag:%22d1d-5f4df602-0;gz%22	https://www.pbssoft.com/assets/frontend/vendor/owl.carousel/assets/owl.carousel.min.css	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/vendor/owl.carousel/assets/owl.carousel.min.css	(from https://www.pbssoft.com/)
07:07:22	92212/92212	---M-Z	200	added ('OK')	text/css	etag:%2216834-5fc23f0c-0;gz%22	https://www.pbssoft.com/assets/frontend/vendor/icofont/icofont.min.css	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/vendor/icofont/icofont.min.css	(from https://www.pbssoft.com/)
07:07:23	44354/44354	---M-Z	200	added ('OK')	application/javascript	etag:%22ad42-5f4df602-0;gz%22	https://www.pbssoft.com/assets/frontend/vendor/owl.carousel/owl.carousel.min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/vendor/owl.carousel/owl.carousel.min.js	(from https://www.pbssoft.com/)
07:07:23	1550/1550	---M-Z	200	added ('OK')	application/javascript	etag:%2260e-6162d535-0;gz%22	https://www.pbssoft.com/assets/frontend/js/carausol_slider.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/carausol_slider.js	(from https://www.pbssoft.com/)
07:07:23	27466/27466	---MCZ	200	added ('OK')	text/css	etag:W/%224fbd15cb6047af93373f4f895639c8bf%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/css/font-awesome.min.css	C:/My%20Web%20Sites/https___www.pbssoft.com_/maxcdn.bootstrapcdn.com/font-awesome/4.5.0/css/font-awesome.min.css	(from https://www.pbssoft.com/)
07:07:24	17567/17567	---M--	200	added ('OK')	image/png	etag:%22449f-61557501-0;;;%22	https://www.pbssoft.com/assets/frontend/images/reg_student.png	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/images/reg_student.png	(from https://www.pbssoft.com/)
07:07:24	24228/24228	---M--	200	added ('OK')	image/png	etag:%225ea4-61557501-0;;;%22	https://www.pbssoft.com/assets/frontend/images/reg_faculty.png	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/images/reg_faculty.png	(from https://www.pbssoft.com/)
07:07:25	132925/132925	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:24%20GMT	https://www.pbssoft.com/service	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/service.html	(from https://www.pbssoft.com/)
07:07:25	118261/118261	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:25%20GMT	https://www.pbssoft.com/placements	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/placements.html	(from https://www.pbssoft.com/)
07:07:26	206604/206604	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:25%20GMT	https://www.pbssoft.com/mock-interview	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/mock-interview.html	(from https://www.pbssoft.com/)
07:07:26	80455/80455	---M-Z	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2009%20Mar%202024%2001:37:26%20GMT	https://www.pbssoft.com/academics	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/academics	(from https://www.pbssoft.com/)
07:07:26	136608/136608	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:26%20GMT	https://www.pbssoft.com/software-development	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/software-development.html	(from https://www.pbssoft.com/)
07:07:27	194150/194150	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:26%20GMT	https://www.pbssoft.com/courses-offering	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/courses-offering.html	(from https://www.pbssoft.com/)
07:07:27	188545/188545	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:27%20GMT	https://www.pbssoft.com/online-training-schedules	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/online-training-schedules.html	(from https://www.pbssoft.com/)
07:07:27	126498/126498	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:27%20GMT	https://www.pbssoft.com/classroom-training-schedules	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/classroom-training-schedules.html	(from https://www.pbssoft.com/)
07:07:27	118151/118151	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:27%20GMT	https://www.pbssoft.com/weekend-workshops	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/weekend-workshops.html	(from https://www.pbssoft.com/)
07:07:28	166395/166395	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:27%20GMT	https://www.pbssoft.com/free-training-schedules	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/free-training-schedules.html	(from https://www.pbssoft.com/)
07:07:28	114427/114427	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:27%20GMT	https://www.pbssoft.com/career	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/career.html	(from https://www.pbssoft.com/)
07:07:28	123849/123849	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:28%20GMT	https://www.pbssoft.com/internship-detail	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/internship-detail.html	(from https://www.pbssoft.com/)
07:07:28	122609/122609	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:28%20GMT	https://www.pbssoft.com/interview-questions	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/interview-questions.html	(from https://www.pbssoft.com/)
07:07:29	158826/158826	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:28%20GMT	https://www.pbssoft.com/pbssoft-blog	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/pbssoft-blog.html	(from https://www.pbssoft.com/)
07:07:29	126390/126390	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:28%20GMT	https://www.pbssoft.com/about-us	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/about-us.html	(from https://www.pbssoft.com/)
07:07:29	146611/146611	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:29%20GMT	https://www.pbssoft.com/contact-us	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/contact-us.html	(from https://www.pbssoft.com/)
07:07:29	227396/227396	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:29%20GMT	https://www.pbssoft.com/data-structures-algorithms-online-training	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/data-structures-algorithms-online-training.html	(from https://www.pbssoft.com/)
07:07:30	116370/116370	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:29%20GMT	https://www.pbssoft.com/verify_otp/check_otp/	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/verify_otp/check_otp/index.html	(from https://www.pbssoft.com/)
07:07:30	227004/227004	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:29%20GMT	https://www.pbssoft.com/spring-boot-microservices-online-training	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/spring-boot-microservices-online-training.html	(from https://www.pbssoft.com/)
07:07:30	225595/225595	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:30%20GMT	https://www.pbssoft.com/java-realtime-project-online-training	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/java-realtime-project-online-training.html	(from https://www.pbssoft.com/)
07:07:30	225700/225700	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:30%20GMT	https://www.pbssoft.com/java-fullstack-developer-course	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/java-fullstack-developer-course.html	(from https://www.pbssoft.com/)
07:07:31	225378/225378	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:30%20GMT	https://www.pbssoft.com/devops-with-aws-online-training	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/devops-with-aws-online-training.html	(from https://www.pbssoft.com/)
07:07:31	124923/124923	---MCZ	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:30%20GMT	https://www.pbssoft.com/services	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/services.html	(from https://www.pbssoft.com/)
07:07:31	9920/9920	---M--	200	added ('OK')	image/png	etag:%2226c0-613cc526-0;;;%22	https://www.pbssoft.com/assets/frontend/images/go-ahed-bg.png	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/images/go-ahed-bg.png	(from https://www.pbssoft.com/)
07:07:31	68029/68029	---M--	200	added ('OK')	image/png	etag:%22109bd-614723f4-0;;;%22	https://www.pbssoft.com/assets/frontend/images/training1.png	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/images/training1.png	(from https://www.pbssoft.com/)
07:07:31	74005/74005	---M--	200	added ('OK')	image/png	etag:%2212115-614723f4-0;;;%22	https://www.pbssoft.com/assets/frontend/images/training2.png	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/images/training2.png	(from https://www.pbssoft.com/)
07:07:31	69292/69292	---M--	200	added ('OK')	image/png	etag:%2210eac-614723f4-0;;;%22	https://www.pbssoft.com/assets/frontend/images/training3.png	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/images/training3.png	(from https://www.pbssoft.com/)
07:07:32	64355/64355	---M--	200	added ('OK')	image/png	etag:%22fb63-614723f4-0;;;%22	https://www.pbssoft.com/assets/frontend/images/training4.png	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/images/training4.png	(from https://www.pbssoft.com/)
07:07:32	19770/19770	---M--	200	added ('OK')	image/png	etag:%224d3a-61b34d98-0;;;%22	https://www.pbssoft.com/assets/frontend/images/logo.png	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/images/logo.png	(from https://www.pbssoft.com/)
07:07:32	114134/114134	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Mar%202024%2001:37:32%20GMT	https://www.pbssoft.com/terms-and-conditions	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/terms-and-conditions.html	(from https://www.pbssoft.com/)
07:07:33	13483/13483	---MCZ	200	added ('OK')	text/javascript	etag:W/%221da66057c78a92b%22	https://wati-integration-service.clare.ai/ShopifyWidget/shopifyWidget.js?54096	C:/My%20Web%20Sites/https___www.pbssoft.com_/wati-integration-service.clare.ai/ShopifyWidget/shopifyWidgete9b8.js	(from https://www.pbssoft.com/)
07:07:33	91198/91198	---M-Z	200	added ('OK')	application/javascript	etag:W/%2253b504c8cfd1cf9f741360d67aecaa8b%22	https://cdn.livechatinc.com/tracking.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/cdn.livechatinc.com/tracking.js	(from https://www.pbssoft.com/)
07:07:33	8636/8636	---M-Z	200	added ('OK')	application/javascript	etag:%2221bc-5c9f8cd2-0;gz%22	https://www.pbssoft.com/assets/frontend/js/vendor/modernizr-3.5.0.min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/vendor/modernizr-3.5.0.min.js	(from https://www.pbssoft.com/)
07:07:33	19188/19188	---M-Z	200	added ('OK')	application/javascript	etag:%224af4-5c9f802e-0;gz%22	https://www.pbssoft.com/assets/frontend/js/popper.min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/popper.min.js	(from https://www.pbssoft.com/)
07:07:34	48944/48944	---M-Z	200	added ('OK')	application/javascript	etag:%22bf30-5c9f802c-0;gz%22	https://www.pbssoft.com/assets/frontend/js/bootstrap.min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/bootstrap.min.js	(from https://www.pbssoft.com/)
07:07:34	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:%22a70e-5c9f802e-0;gz%22	https://www.pbssoft.com/assets/frontend/js/owl.carousel.min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/owl.carousel.min.js	(from https://www.pbssoft.com/)
07:07:34	35503/35503	---M-Z	200	added ('OK')	application/javascript	etag:%228aaf-5c9f802c-0;gz%22	https://www.pbssoft.com/assets/frontend/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/isotope.pkgd.min.js	(from https://www.pbssoft.com/)
07:07:34	3240/3240	---M-Z	200	added ('OK')	application/javascript	etag:%22ca8-5c9f802c-0;gz%22	https://www.pbssoft.com/assets/frontend/js/one-page-nav-min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/one-page-nav-min.js	(from https://www.pbssoft.com/)
07:07:34	42922/42922	---M-Z	200	added ('OK')	application/javascript	etag:%22a7aa-61486ea3-0;gz%22	https://www.pbssoft.com/assets/frontend/js/slick.min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/slick.min.js	(from https://www.pbssoft.com/)
07:07:35	1202/1202	---M-Z	200	added ('OK')	application/javascript	etag:%224b2-5c9f802c-0;gz%22	https://www.pbssoft.com/assets/frontend/js/ajax-form.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/ajax-form.js	(from https://www.pbssoft.com/)
07:07:35	8415/8415	---M-Z	200	added ('OK')	application/javascript	etag:%2220df-5c9f802e-0;gz%22	https://www.pbssoft.com/assets/frontend/js/wow.min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/wow.min.js	(from https://www.pbssoft.com/)
07:07:35	4034/4034	---M-Z	200	added ('OK')	application/javascript	etag:%22fc2-614705a2-0;gz%22	https://www.pbssoft.com/assets/frontend/js/jquery.meanmenu.min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/jquery.meanmenu.min.js	(from https://www.pbssoft.com/)
07:07:35	2035/2035	---M-Z	200	added ('OK')	application/javascript	etag:%227f3-5c9f802c-0;gz%22	https://www.pbssoft.com/assets/frontend/js/jquery.scrollUp.min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/jquery.scrollUp.min.js	(from https://www.pbssoft.com/)
07:07:36	6244/6244	---M-Z	200	added ('OK')	application/javascript	etag:%221864-5c9f802c-0;gz%22	https://www.pbssoft.com/assets/frontend/js/jquery.barfiller.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/jquery.barfiller.js	(from https://www.pbssoft.com/)
07:07:36	5594/5594	---M-Z	200	added ('OK')	application/javascript	etag:%2215da-5c9f802c-0;gz%22	https://www.pbssoft.com/assets/frontend/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/imagesloaded.pkgd.min.js	(from https://www.pbssoft.com/)
07:07:36	1067/1067	---M-Z	200	added ('OK')	application/javascript	etag:%2242b-5c9f802c-0;gz%22	https://www.pbssoft.com/assets/frontend/js/jquery.counterup.min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/jquery.counterup.min.js	(from https://www.pbssoft.com/)
07:07:36	8044/8044	---M-Z	200	added ('OK')	application/javascript	etag:%221f6c-5c9f802e-0;gz%22	https://www.pbssoft.com/assets/frontend/js/waypoints.min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/waypoints.min.js	(from https://www.pbssoft.com/)
07:07:37	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:%224ef8-5c9f802e-0;gz%22	https://www.pbssoft.com/assets/frontend/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/jquery.magnific-popup.min.js	(from https://www.pbssoft.com/)
07:07:37	760/760	---M-Z	200	added ('OK')	application/javascript	etag:%222f8-5c9f802c-0;gz%22	https://www.pbssoft.com/assets/frontend/js/plugins.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/plugins.js	(from https://www.pbssoft.com/)
07:07:37	8915/8915	---M-Z	200	added ('OK')	application/javascript	etag:%2222d3-614feca7-0;gz%22	https://www.pbssoft.com/assets/frontend/js/main.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/js/main.js	(from https://www.pbssoft.com/)
07:07:37	7891/7891	---M-Z	200	added ('OK')	application/javascript	etag:%221ed3-6205f27f-0;gz%22	https://www.pbssoft.com/assets/js/lazysizes.min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/js/lazysizes.min.js	(from https://www.pbssoft.com/)
07:07:38	5537/5537	---M-Z	200	added ('OK')	application/javascript	etag:%22659946f5-88b%22	https://cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/js/toastr.min.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/js/toastr.min.js	(from https://www.pbssoft.com/)
07:07:39	6741/6741	---M-Z	200	added ('OK')	text/css	etag:%22659946f3-bda%22	https://cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/css/toastr.min.css	C:/My%20Web%20Sites/https___www.pbssoft.com_/cdnjs.cloudflare.com/ajax/libs/toastr.js/latest/css/toastr.min.css	(from https://www.pbssoft.com/)
07:07:39	49501/49501	---M-Z	200	added ('OK')	application/javascript	etag:%22c15d-60dd89c4-0;gz%22	https://www.pbssoft.com/assets/js/checkout.js	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/js/checkout.js	(from https://www.pbssoft.com/)
07:07:39	0/0	---M--	200	added ('OK')	text/html	date:Sat,%2030%20Mar%202019%2014:41:34%20GMT	https://www.pbssoft.com/assets/frontend/css/owl.video.play.html	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/css/owl.video.play.4e.delayed	(from https://www.pbssoft.com/assets/frontend/css/owl.carousel.min.css)
07:07:40	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2009%20Mar%202024%2001:37:39%20GMT	https://www.pbssoft.com/auth/is_session/user/my_course/	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/auth/is_session/user/my_course/index.html	(from https://www.pbssoft.com/)
07:07:40	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Sat,%2009%20Mar%202024%2001:37:39%20GMT	https://www.pbssoft.com/auth/is_session/user/dashboard/	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/auth/is_session/user/dashboard/index.html	(from https://www.pbssoft.com/)
07:07:40	98620/98620	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2030%20Mar%202019%2014:41:38%20GMT	https://www.pbssoft.com/assets/frontend/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/fonts/fa-brands-400.eot	(from https://www.pbssoft.com/assets/frontend/css/fontawesome-all.min.css)
07:07:40	98620/98620	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2030%20Mar%202019%2014:41:40%20GMT	https://www.pbssoft.com/assets/frontend/fonts/fa-brands-400d41d.eot?	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/fonts/fa-brands-400d41dd41d.eot	(from https://www.pbssoft.com/assets/frontend/css/fontawesome-all.min.css)
07:07:40	54420/54420	---M--	200	added ('OK')	font/woff2	date:Sat,%2030%20Mar%202019%2014:41:40%20GMT	https://www.pbssoft.com/assets/frontend/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/fonts/fa-brands-400.woff2	(from https://www.pbssoft.com/assets/frontend/css/fontawesome-all.min.css)
07:07:40	63712/63712	---M--	200	added ('OK')	application/x-font-woff	date:Sat,%2030%20Mar%202019%2014:41:38%20GMT	https://www.pbssoft.com/assets/frontend/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/fonts/fa-brands-400.woff	(from https://www.pbssoft.com/assets/frontend/css/fontawesome-all.min.css)
07:07:40	98384/98384	---M-Z	200	added ('OK')	application/x-font-ttf	date:Sat,%2030%20Mar%202019%2014:41:38%20GMT	https://www.pbssoft.com/assets/frontend/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/https___www.pbssoft.com_/www.pbssoft.com/assets/frontend/fonts/fa-brands-400.ttf	(from https://www.pbssoft.com/assets/frontend/css/fontawesome-all.min.css)
